suburb_median,rooms,distance,bedrooms,bathrooms,cars,landsize,lattitude,longtitude,price
1210000,4,12.3,4,2,3,588,-37.89215,145.10472,1415000
1300000,3,21.5,3,2,2,597,-37.98703,145.09131,1051000
891000,3,8.5,3,1,2,587,-37.73112,144.94418,940000
891000,3,8.5,3,2,2,256,-37.72034,144.93788,1114000
590000,3,14.7,3,2,2,312,-37.89273,144.72559,520000
590000,4,14.7,4,2,2,630,-37.89807,144.73925,715000
1485000,3,3.5,3,2,3,337,-37.83802,144.92442,1900000
1525000,4,4.6,4,2,2,401,-37.85565,145.00839,2635000
1525000,2,4.6,2,1,0,192,-37.85562,145.00571,1250000
1525000,4,4.6,4,2,2,787,-37.85768,145.00254,4200000
1525000,2,4.6,2,2,1,78,-37.85083,144.99092,1310000
996000,3,8.4,3,2,2,585,-37.74251,145.0008,1270000
996000,3,8.4,3,1,5,581,-37.74118,145.01202,980000
996000,4,8.4,4,1,2,552,-37.72879,144.98538,1148000
1767500,3,3.5,3,2,1,288,-37.78311,144.96548,1540000
812500,4,12,4,3,4,725,-37.70833,145.0045,1210000
812500,3,12,3,1,2,529,-37.72017,144.99873,935000
812500,3,12,3,2,2,292,-37.71331,144.9871,510000
812500,5,12,5,3,2,650,-37.69894,145.03411,861000
812500,3,12,3,1,2,952,-37.69969,145.01039,732000
812500,4,12,4,2,2,479,-37.70952,145.033,755000
812500,4,12,4,2,2,499,-37.72614,144.99892,1200000
910500,3,19.9,3,2,2,1555,-37.8357,145.22564,1450000
910500,3,19.9,3,2,1,461,-37.82536,145.22228,800000
960500,4,19.9,4,2,2,962,-37.80161,145.22151,812000
1175000,3,8.9,3,2,2,697,-37.73165,145.06564,1400000
1175000,5,8.9,5,3,3,694,-37.73968,145.07973,1170000
867000,5,23.5,5,3,2,725,-37.92739,145.25705,970000
1862500,5,15.2,5,4,4,700,-37.95762,145.01418,3350000
1862500,5,15.2,5,3,2,556,-37.95017,145.02054,2255000
878500,3,22.2,3,2,2,590,-37.89628,145.22294,870000
982500,4,5.1,4,2,2,457,-37.80803,144.89601,1870000
1532500,4,1.9,4,3,1,153,-37.83591,144.94963,1800000
1532500,4,1.9,4,3,0,280,-37.83923,144.95113,3825000
610500,4,20.5,4,2,2,196,-37.63873,145.07805,485000
750000,6,20.8,6,2,2,869,-37.93594,145.14674,917000
610000,4,14,4,2,2,592,-37.73084,144.78348,632500
610000,3,14,0,0,0,600,-37.72945,144.79592,702000
1551000,4,5,4,2,3,613,-37.86667,144.98324,1600000
1230000,7,8.2,7,3,4,608,-37.73681,144.90587,2000000
1230000,4,8.2,4,3,2,861,-37.73154,144.92243,1610000
1230000,3,8.2,3,2,3,697,-37.74057,144.92172,1742000
1230000,3,8.2,3,2,1,304,-37.73456,144.91521,1016000
765000,3,10.5,3,2,1,485,-37.78703,144.84569,700000
765000,2,10.5,2,1,0,418,-37.79595,144.83206,615000
639000,3,10.5,3,1,2,691,-37.78825,144.80099,650000
2170000,5,10.2,5,3,2,593,-37.83199,145.10877,2400000
2170000,4,10.2,4,2,2,910,-37.82933,145.09642,2290000
2170000,3,10.2,3,2,2,780,-37.81403,145.08968,1775000
590000,3,18,3,2,4,665,-37.69969,144.7685,659500
515000,4,18.4,4,2,2,498,-37.84267,144.65407,505000
515000,4,18.4,4,2,2,452,-37.83851,144.6887,560000
720000,4,15.5,4,2,2,651,-37.70847,144.78413,701000
1415000,4,15.5,4,2,3,1330,-37.75343,145.11958,2600000
1415000,4,15.5,4,2,2,646,-37.75807,145.13478,1205000
1415000,5,15.5,5,3,2,787,-37.76873,145.15894,1750000
1415000,4,15.5,4,2,2,1025,-37.75334,145.16655,1350000
1415000,5,15.5,5,3,3,4001,-37.74508,145.15341,2300000
1415000,5,15.5,5,2,2,862,-37.75571,145.15521,2330000
1302000,3,12.4,3,2,3,725,-37.76616,145.11207,1350000
1302000,5,12.4,5,2,2,648,-37.77033,145.1214,1410000
1302000,3,12.4,3,1,2,716,-37.77006,145.10429,1204000
610000,3,27,3,1,0,1281,-37.863,145.30716,610000
654000,4,15.3,4,1,2,695,-37.67877,145.03656,760000
654000,3,15.3,3,2,2,541,-37.67231,145.00556,670000
1415000,4,4.3,4,3,2,291,-37.77784,144.93482,2070000
1065000,3,17.2,3,1,2,603,-37.835,145.21086,865000
1065000,4,17.2,4,2,0,539,-37.83459,145.21264,980000
1200500,4,17.2,4,2,2,660,-37.84902,145.18276,950000
1000000,4,8.9,4,2,2,702,-37.73226,145.09855,1295000
835000,4,14.5,4,2,4,631,-37.7156,145.08875,788800
835000,3,14.5,3,2,2,280,-37.71147,145.08003,900000
835000,3,14.5,3,1,1,530,-37.70598,145.07713,700000
470000,4,14.7,4,1,4,534,-37.88496,144.66332,455000
470000,3,14.7,3,1,2,569,-37.89118,144.65368,483000
470000,3,14.7,3,1,1,610,-37.88632,144.67582,455000
887500,4,6.4,4,2,1,323,-37.79429,144.87412,1276000
566000,3,16.5,3,2,4,673,-37.67558,144.8976,700000
566000,3,16.5,3,1,1,672,-37.6784,144.88797,729000
1160000,4,16.7,4,2,2,700,-37.91161,145.19694,1184000
1160000,4,16.7,4,2,2,752,-37.91212,145.1793,1157000
1160000,5,16.7,5,2,2,672,-37.91299,145.1767,1100000
1440000,4,6.8,4,3,2,650,-37.85925,144.88761,2200000
1420000,2,4.6,2,2,0,70,-37.85143,144.98574,865000
962500,3,25.2,3,2,2,0,-37.75912,145.28886,900000
435500,4,27.2,4,2,1,512,-37.87959,144.60977,500000
1000000,4,6.3,4,3,2,234,-37.81961,144.88132,1142000
1000000,3,6.3,3,1,6,732,-37.82252,144.87718,1100000
1000000,2,6.3,2,1,1,178,-37.81481,144.88013,780000
1000000,3,6.3,3,2,2,182,-37.81249,144.89531,920000
526500,4,14,4,3,3,531,-37.74373,144.77567,655000
950000,4,11,4,1,1,499,-37.86639,144.82625,890000
950000,4,11,4,2,2,629,-37.86027,144.82073,935000
1185000,2,4.3,2,2,0,234,-37.78052,144.93002,920000
1185000,3,4.3,3,1,0,199,-37.77561,144.91695,1306000
1359000,3,10.2,3,1,1,726,-37.86173,145.11074,1420000
845500,4,9.5,4,2,1,581,-37.76421,144.85594,934000
2340000,3,7.9,3,2,4,656,-37.8079,145.09162,2330000
737500,3,23.2,3,1,2,787,-37.82737,145.2938,650000
737500,3,23.2,3,2,2,792,-37.82809,145.29287,762000
1256000,4,13.8,4,3,2,631,-37.9108,145.07908,1384000
1410000,3,13.4,3,2,1,601,-37.81224,145.15594,1350000
1410000,3,13.4,3,1,2,448,-37.82956,145.13868,1070000
1410000,2,13.4,2,1,1,1021,-37.83189,145.15785,1500000
1410000,3,13.4,3,2,2,567,-37.81684,145.14992,1200000
1140500,6,13.4,6,2,2,675,-37.80716,145.16504,1200000
1140500,3,13.4,3,1,1,614,-37.81103,145.15917,1100000
735000,3,25,3,2,2,723,-37.85284,145.26942,785000
735000,4,25,4,2,4,2033,-37.86669,145.29959,950000
3050000,4,10.5,4,3,2,498,-37.90396,144.99126,2800000
546000,3,14,3,1,1,640,-37.68187,144.92421,570500
546000,4,14,4,2,2,696,-37.68584,144.9315,631000
1200000,4,5.2,4,2,1,372,-37.76166,144.95065,1350000
1200000,5,5.2,5,2,0,479,-37.75915,144.96755,1300000
1155000,2,5.2,2,1,1,207,-37.76221,144.94055,835000
753000,10,12.1,10,3,2,313,-37.71098,145.05381,900000
753000,3,12.1,3,1,1,540,-37.70636,145.05462,710000
1126500,3,14.7,3,1,1,620,-37.85436,145.13827,1320000
1510000,3,10.1,3,2,1,483,-37.89204,145.06086,1840000
611000,3,14.8,3,1,1,400,-37.74254,144.74572,525000
525000,2,34.9,2,2,3,339,-38.09665,145.17646,403500
1250000,5,16.7,5,2,2,590,-37.92304,145.10984,1115000
1250000,3,16.7,3,1,2,734,-37.91583,145.13363,1950000
850000,4,17.5,4,2,4,724,-37.93197,145.12219,962000
1000000,3,6.7,3,1,0,227,-37.75296,144.95967,900000
810000,3,23,3,1,1,396,-37.79486,145.28674,662000
430000,3,14,3,1,0,583,-37.67048,144.93992,459000
430000,3,14,3,1,1,650,-37.67506,144.93793,420500
620000,4,24.7,4,1,2,757,-37.97369,145.19714,583000
633500,3,24.7,3,1,2,540,-37.95661,145.2191,618500
633500,3,24.7,3,1,1,763,-37.95466,145.21193,727000
552500,3,14.8,3,1,0,675,-37.76496,144.77289,535000
545000,3,18,3,2,2,543,-37.7143,144.77096,560000
635000,4,14.7,4,2,2,663,-37.79215,144.76285,860000
887000,3,22.2,3,2,4,801,-37.98596,145.13187,800000
887000,4,22.2,4,2,2,676,-37.97936,145.13302,854000
1360000,3,14.3,3,1,2,725,-37.78707,145.15161,1735000
1201000,3,16.1,3,1,2,720,-37.80349,145.19666,904000
490000,3,28.8,3,1,3,621,-37.98537,145.23505,500000
1963000,3,8.9,3,1,2,598,-37.76093,145.056,1440000
930000,4,18,4,3,2,791,-37.71296,145.13773,1054000
630500,4,28.5,4,2,2,669,-37.96466,145.27006,625000
556500,3,19.6,3,1,2,524,-37.64273,145.03751,600000
556500,3,19.6,3,2,2,388,-37.62864,145.02265,630000
556500,4,19.6,4,3,3,631,-37.6246,145.01686,1012000
556500,4,19.6,4,2,2,548,-37.64386,145.04817,565000
1400000,3,7.5,3,1,1,730,-37.74253,144.91753,1550000
1296000,3,7.5,3,2,1,585,-37.75374,144.88932,1410000
705000,3,13.1,3,1,1,724,-37.71097,144.97324,750000
749000,4,24.8,4,2,4,1014,-37.88189,145.29148,748888
749000,4,24.8,4,2,1,738,-37.89863,145.26708,850000
1450000,3,3.6,3,1,0,179,-37.7844,144.99005,1502000
883500,3,5.1,3,2,2,163,-37.80069,144.88199,878000
883500,2,5.1,2,1,1,318,-37.79529,144.88453,991000
1060000,4,15.4,4,2,2,294,-37.85156,145.16923,945000
1060000,2,15.4,2,1,1,581,-37.84207,145.17795,1020000
1060000,6,15.4,6,3,2,579,-37.83508,145.16936,1234000
600000,3,38,3,1,4,578,-38.13743,145.16702,506000
600000,4,38,4,1,1,622,-38.16146,145.12997,755000
655000,4,45.9,4,2,3,40468,-37.50929,144.56444,807000
655000,3,45.9,3,1,1,412,-37.49175,144.59565,426000
1337500,5,16.7,5,2,2,701,-37.88902,145.16678,1116500
830000,3,16.1,3,1,1,540,-37.71055,145.09594,690000
830000,3,16.1,3,3,2,668,-37.69022,145.09414,800000
830000,4,16.1,4,2,2,626,-37.70859,145.10464,800000
830000,3,16.1,3,2,1,653,-37.71846,145.09689,896000
830000,3,16.1,3,2,2,582,-37.71325,145.09532,1010000
2020000,2,13.8,2,1,2,697,-37.94423,145.00844,1960000
2650000,3,5.3,3,2,1,109,-37.81442,145.01531,1100000
730000,2,8.8,2,1,2,498,-37.73759,145.04236,580000
730000,2,8.8,2,1,1,721,-37.74371,145.04161,820000
516000,3,18.4,3,2,4,578,-37.87326,144.69103,536500
516000,3,18.4,3,1,2,623,-37.87386,144.69317,541000
516000,3,18.4,3,1,2,577,-37.88505,144.69423,557000
1975000,2,7.8,2,1,2,697,-37.77345,145.06098,1601000
571500,3,14,3,1,2,604,-37.68599,144.91195,559000
845000,3,14.5,3,2,2,847,-37.72286,144.83252,930000
670000,4,15.5,4,2,3,815,-37.71757,144.81328,705000
670000,4,15.5,4,2,2,757,-37.72483,144.8143,590000
843000,3,11.7,3,2,1,313,-37.74214,144.86965,920000
843000,4,11.7,4,4,2,500,-37.73573,144.87531,1100000
843000,3,11.7,3,1,2,575,-37.74316,144.87894,840000
843000,3,11.7,3,1,1,568,-37.7465,144.8613,860000
1019000,3,3.4,3,1,0,114,-37.78895,144.93351,840000
2317500,3,5.4,3,2,2,151,-37.80509,145.05572,1080000
730000,4,25.2,4,1,2,384,-37.99318,145.15939,575000
731000,3,12.1,3,1,2,633,-37.71402,145.0314,740000
870000,4,23.3,4,2,2,633,-37.88214,145.25058,1040000
625500,4,16.3,4,2,2,499,-37.66641,144.98781,795000
625500,4,16.3,4,2,3,578,-37.66225,145.0116,660000
825000,2,6.4,2,1,2,686,-37.78493,144.87968,1170000
825000,3,6.4,3,1,4,545,-37.78571,144.87346,930000
451000,3,17.4,3,1,1,631,-37.66004,144.92338,520000
451000,3,17.4,3,1,2,522,-37.64683,144.91106,430000
451000,4,17.4,4,2,2,665,-37.64993,144.92955,570000
451000,3,17.4,3,1,2,798,-37.65384,144.92272,520000
451000,4,17.4,4,3,0,653,-37.65155,144.91912,515000
377000,3,29.8,3,2,4,578,-37.71432,144.57431,341000
377000,3,29.8,3,1,1,580,-37.70153,144.57243,336000
377000,4,29.8,4,2,3,655,-37.69548,144.56775,426000
525000,4,25.9,4,2,2,1037,-37.6017,145.09051,780000
668500,3,17.9,3,1,4,840,-37.66919,145.06799,775500
668500,3,17.9,3,2,2,615,-37.67519,145.06201,726000
668500,4,17.9,4,1,2,666,-37.67626,145.0659,710000
1070000,3,17.2,3,2,2,401,-37.82835,145.19845,1045000
890000,3,16.2,3,2,2,636,-37.72198,145.12581,1301000
1310000,2,6.2,2,1,1,172,-37.7638,144.9089,951000
1310000,4,6.2,4,2,2,388,-37.7685,144.91103,1425000
725000,3,26.5,3,1,1,609,-37.77293,145.30819,637500
725000,3,26.5,3,2,3,1469,-37.79335,145.30773,780000
1416000,3,14.2,3,2,2,747,-37.88256,145.12518,1800000
1416000,3,14.2,3,1,2,862,-37.87662,145.13153,1700000
1416000,5,14.2,5,5,2,729,-37.86582,145.14824,2248000
1416000,3,14.2,3,1,2,743,-37.8958,145.11969,1260000
900500,5,18.8,5,2,1,731,-37.9298,145.16524,960000
590000,3,34.1,3,2,2,668,-38.00908,145.30264,620000
590000,3,34.1,3,2,2,688,-38.037,145.30862,605000
1080000,3,6.2,3,1,2,204,-37.84234,144.86622,740000
1080000,3,6.2,3,2,0,337,-37.84417,144.87544,990000
1095000,4,10.4,4,1,2,558,-37.73834,144.88197,950000
680000,4,22.7,4,1,2,660,-37.97918,145.18825,650000
680000,3,22.7,3,2,2,667,-37.96814,145.17888,752000
1325000,3,5.3,3,2,0,258,-37.76788,144.98621,1307500
1325000,3,5.3,3,1,2,449,-37.76198,144.99087,1100000
1325000,3,5.3,3,1,2,530,-37.77062,145.00891,1050000
1325000,3,5.3,3,1,2,771,-37.76631,145.01699,1800000
1325000,3,5.3,3,2,2,422,-37.77348,144.99206,1550000
993000,4,16.7,4,3,3,727,-37.90779,145.15042,1211000
853500,3,11.2,3,2,2,701,-37.71755,144.91663,970000
853500,4,11.2,4,2,2,525,-37.71467,144.92528,1453000
1210000,4,12.3,4,2,2,592,-37.90821,145.09314,1610000
1195000,2,12.3,2,1,3,622,-37.90168,145.11081,1150000
480000,4,43.3,4,2,2,480,-38.07054,145.42554,559000
470000,4,47.3,4,2,2,553,-38.08699,145.48273,435000
891000,2,8.5,2,1,2,624,-37.73261,144.94221,962000
891000,3,8.5,3,1,1,480,-37.71893,144.94246,881000
590000,4,14.7,4,2,2,540,-37.90715,144.76527,690000
590000,4,14.7,4,2,2,416,-37.89279,144.73158,596000
590000,4,14.7,4,2,2,448,-37.8914,144.72014,698000
996000,4,8.4,4,2,4,490,-37.74125,145.02031,1060500
996000,4,8.4,4,2,2,500,-37.7324,145.00622,990000
812500,3,12,3,1,2,743,-37.70964,145.0171,953000
812500,3,12,3,1,2,1723,-37.69484,145.00854,550000
812500,3,12,3,1,2,579,-37.70158,144.99655,725000
812500,3,12,3,2,3,743,-37.70646,145.01656,880000
812500,3,12,3,1,4,545,-37.72561,145.00922,1175000
901000,3,21.3,3,1,2,314,-37.81953,145.24907,710000
1175000,2,8.9,2,1,1,1313,-37.74694,145.07048,1310000
1175000,2,8.9,2,1,1,562,-37.73867,145.07697,855000
867000,3,23.5,3,2,1,721,-37.91713,145.24706,735000
867000,3,23.5,3,2,2,551,-37.94266,145.24662,755000
515000,3,20.6,3,2,2,640,-37.63799,144.92924,537000
700000,4,35.4,4,2,4,611,-38.10226,145.14459,763000
700000,3,35.4,3,1,1,769,-38.118,145.13015,725000
700000,4,35.4,4,2,3,542,-38.11161,145.15011,768000
1532500,3,1.9,3,2,2,216,-37.83863,144.96208,2800000
750000,3,20.8,3,1,1,593,-37.95743,145.14625,760000
610000,2,14,2,1,2,419,-37.7398,144.80348,610000
610000,3,14,3,1,1,606,-37.73789,144.78734,550000
610000,4,14,4,2,1,699,-37.73986,144.81105,520000
893500,3,16.1,3,1,0,930,-37.6939,145.12899,805000
1551000,3,5,3,1,1,198,-37.86566,144.99104,1000000
765000,3,10.5,3,1,3,446,-37.79354,144.8328,860000
765000,3,10.5,3,1,1,206,-37.7864,144.8402,532000
765000,3,10.5,3,2,2,655,-37.79352,144.84318,960000
639000,3,10.5,3,1,5,626,-37.80099,144.81178,630000
639000,4,10.5,4,2,4,270,-37.7944,144.79413,580000
720000,4,15.5,4,3,2,724,-37.70941,144.7873,853000
720000,4,15.5,4,2,2,644,-37.71128,144.80686,704000
654000,3,15.3,3,2,1,189,-37.68159,145.0371,508000
1225000,3,7,3,1,1,508,-37.76202,145.01772,1236000
1065000,3,17.2,3,1,0,722,-37.8324,145.20467,1111500
953000,4,14.7,4,1,2,734,-37.85209,145.24268,1214000
1005000,4,14.7,4,3,2,728,-37.88009,145.22736,1045000
1042500,3,21.1,3,2,0,830,-37.75079,145.20617,826000
1127500,4,21.5,4,2,2,604,-38.01347,145.12675,1265000
790000,3,14.5,4,1,2,909,-37.70255,145.08578,740000
470000,3,14.7,3,2,4,557,-37.87975,144.66459,505000
470000,3,14.7,3,1,3,909,-37.89074,144.65677,570000
470000,3,14.7,3,1,3,575,-37.87628,144.66481,453000
470000,2,14.7,2,1,1,190,-37.90423,144.67008,335000
887500,1,6.4,1,1,1,45,-37.80728,144.86702,280000
887500,4,6.4,4,1,3,459,-37.79433,144.88001,955000
1350000,4,3.1,4,1,2,168,-37.80884,144.95291,1900000
566000,3,16.5,3,2,2,898,-37.67823,144.90002,800000
1160000,5,16.7,5,2,2,698,-37.8921,145.19118,1090000
1440000,4,6.8,4,2,0,388,-37.86159,144.89926,1920000
520000,4,25.5,4,2,2,448,-37.61944,145.01243,530000
1000000,3,6.3,3,2,2,444,-37.81662,144.866,982500
1000000,3,6.3,3,3,6,668,-37.81381,144.87438,1400000
1000000,3,6.3,3,1,1,358,-37.82116,144.89181,1042000
1000000,3,6.3,3,1,2,433,-37.81183,144.88569,1230000
1000000,3,6.3,3,1,2,451,-37.81796,144.8681,1005000
1280000,2,3,2,1,0,141,-37.80586,144.99499,911000
1280000,2,3,2,2,1,147,-37.80269,145.0001,1190000
1471000,3,7.5,3,2,6,402,-37.76027,144.88954,2050000
1471000,3,7.5,3,2,2,673,-37.76316,144.89799,1680000
1471000,5,7.5,5,3,2,486,-37.76111,144.89845,1472000
950000,3,11,3,1,2,636,-37.86317,144.83927,1005000
950000,4,11,4,2,4,615,-37.87057,144.83623,1360000
950000,3,11,3,1,1,399,-37.87115,144.8189,950000
625000,3,15.5,3,1,2,466,-37.87019,144.7843,620000
828000,3,9.4,3,2,2,529,-37.84107,144.84179,830000
828000,3,9.4,3,1,1,276,-37.82787,144.84364,730000
828000,4,9.4,4,2,5,562,-37.84384,144.84637,805000
828000,2,9.4,2,1,1,170,-37.83658,144.86199,510000
595000,3,12.8,3,1,1,603,-37.78104,144.80357,645000
1185000,2,4.3,2,1,1,319,-37.77266,144.9131,1035000
1185000,3,4.3,3,1,2,523,-37.77255,144.91213,1310000
1359000,4,10.2,4,2,1,803,-37.86162,145.11042,1450000
1125000,3,21.5,4,2,2,612,-38.01596,145.09932,970000
882500,4,21.5,4,2,2,383,-38.01958,145.12356,840000
845500,4,9.5,4,1,1,538,-37.76518,144.85621,665000
845500,3,9.5,3,1,2,561,-37.7528,144.85585,750000
845500,5,9.5,5,2,3,577,-37.75261,144.85631,800000
2340000,5,7.9,5,3,2,785,-37.81161,145.07622,2400000
1950000,5,9.7,5,4,2,742,-37.80218,145.10063,2400000
1950000,3,9.7,3,1,2,939,-37.79494,145.06382,2668000
1950000,4,9.7,4,1,2,683,-37.80275,145.08412,1750000
1950000,4,9.7,4,4,3,929,-37.79497,145.10538,1850000
694500,4,39,4,2,2,900,-38.05614,145.38464,670000
1470000,3,11.4,3,1,3,585,-37.91722,145.04836,1640000
1470000,3,11.4,3,2,2,672,-37.92768,145.04268,1610000
1470000,5,11.4,5,2,2,591,-37.92211,145.0466,1500000
670000,4,35.2,4,2,2,520,-38.06486,145.35031,775000
670000,3,35.2,3,2,2,840,-38.02621,145.34635,755000
1410000,3,13.4,3,1,4,624,-37.81112,145.14043,1020000
1200000,3,13.4,3,2,1,232,-37.83574,145.14866,874000
1900000,3,10.3,3,2,1,279,-37.9135,145.00846,1500000
546000,1,14,1,1,1,1312,-37.6821,144.92773,1100000
546000,3,14,3,1,1,0,-37.6841,144.92818,450000
546000,3,14,3,1,1,639,-37.69142,144.93025,560000
1200000,3,5.2,3,1,1,322,-37.75887,144.97326,1120000
1200000,2,5.2,2,1,0,196,-37.75815,144.97366,1110000
1200000,3,5.2,3,2,1,470,-37.7556,144.95729,1260000
1200000,4,5.2,4,3,6,733,-37.759,144.96623,1790000
753000,4,12.1,4,1,1,535,-37.69847,145.0601,800000
753000,5,12.1,5,2,2,627,-37.69264,145.0799,999000
753000,3,12.1,3,1,3,539,-37.7015,145.07548,680000
710000,4,14.8,4,2,2,447,-37.75637,144.77983,750000
2300000,3,7.7,3,2,4,605,-37.83856,145.08602,1830000
1470000,3,1.6,3,1,0,98,-37.79633,144.97269,920000
1628000,3,3.5,3,2,0,107,-37.79213,144.97207,1400000
1510000,2,10.1,2,1,1,618,-37.89347,145.04772,1630000
1510000,3,10.1,3,1,2,184,-37.90017,145.05812,1050000
835500,3,31.2,3,2,1,355,-38.07196,145.13036,825000
1171000,4,17.9,4,2,1,536,-37.96768,145.07966,1138000
1171000,3,17.9,3,1,2,539,-37.97223,145.07895,1050000
1000000,3,6.7,3,1,2,579,-37.74482,144.97499,1285000
1000000,3,6.7,3,2,2,190,-37.74978,144.97738,890000
1205000,2,2,2,1,0,0,-37.79589,144.98863,1080000
502500,6,20.6,6,3,2,752,-37.57186,144.93495,1000000
502500,3,20.6,3,2,2,654,-37.6038,144.9226,607500
502500,3,20.6,3,2,2,448,-37.58242,144.93001,500000
502500,3,20.6,3,2,2,490,-37.58025,144.92088,515000
502500,3,20.6,3,2,2,350,-37.56883,144.90887,510000
502500,4,20.6,4,2,2,448,-37.57635,144.91151,592500
502500,4,20.6,4,2,2,420,-37.59386,144.90009,595000
810000,3,23,3,1,1,1018,-37.79327,145.28352,1005000
620000,3,24.7,3,1,1,713,-37.98997,145.2254,669000
620000,3,24.7,3,2,10,734,-37.96969,145.21043,880000
633500,3,24.7,3,1,2,630,-37.96543,145.20339,560000
633500,5,24.7,5,2,4,779,-37.94465,145.21236,895000
2862500,2,7.9,2,1,2,1533,-37.81143,145.07108,710000
552500,3,14.8,3,3,6,585,-37.75907,144.75924,572000
545000,4,18,4,2,2,344,-37.719,144.76699,505000
545000,3,18,3,2,2,668,-37.72589,144.77991,550000
1366500,5,12.4,5,3,2,851,-37.78109,145.13745,1530000
1360000,4,14.3,4,3,2,417,-37.79223,145.14606,1385000
1201000,3,16.1,3,1,2,726,-37.80279,145.19974,900000
490000,2,28.8,2,1,2,590,-37.99715,145.23526,472500
2087500,3,7.2,3,2,2,458,-37.88148,145.00539,1975000
556500,4,19.6,4,2,2,500,-37.62756,145.03364,600000
556500,3,19.6,3,1,1,216,-37.64151,145.02265,410000
556500,3,19.6,3,1,2,400,-37.62894,145.00977,545000
1400000,3,7.5,3,1,1,393,-37.75769,144.91051,1620000
1100000,3,8.2,3,1,2,811,-37.7384,144.90485,1535000
705000,2,13.1,2,1,1,779,-37.71532,144.96508,830000
749000,3,24.8,3,1,2,968,-37.88523,145.28553,740000
883500,3,5.1,3,1,3,312,-37.79334,144.89128,900000
883500,4,5.1,4,2,1,180,-37.79686,144.908,1000000
883500,4,5.1,4,1,3,446,-37.79221,144.89076,891000
1060000,3,15.4,3,1,1,404,-37.83792,145.16573,742000
1060000,3,15.4,3,1,1,590,-37.84308,145.168,1011000
600000,4,38,4,2,2,580,-38.13805,145.16668,600500
815500,3,38,3,1,1,642,-38.16762,145.13545,665000
645000,3,12.9,3,1,1,556,-37.69584,144.89379,645000
645000,3,12.9,3,1,2,573,-37.69148,144.89873,627000
1337500,5,16.7,5,2,3,650,-37.90383,145.17166,1182000
1337500,3,16.7,3,1,1,729,-37.86954,145.16429,1800000
1337500,5,16.7,5,2,2,803,-37.87942,145.17668,1832000
730000,3,11.2,3,2,5,627,-37.70198,144.92166,940000
830000,3,16.1,3,2,2,672,-37.68989,145.10698,725000
650000,3,20.4,3,1,1,321,-37.63995,144.89022,476500
740500,4,11.2,4,1,2,652,-37.70542,144.95127,741000
740500,3,11.2,3,1,2,325,-37.70325,144.94757,550000
2020000,3,13.8,3,2,2,720,-37.94229,145.01306,1930000
925000,4,21.3,4,2,3,801,-37.82734,145.24487,1270500
925000,3,21.3,3,1,2,693,-37.82536,145.24893,751000
1280000,3,8.9,3,1,3,827,-37.74776,145.06217,1515000
730000,2,8.8,2,1,4,600,-37.74798,145.03765,735000
730000,4,8.8,4,2,2,409,-37.74033,145.03696,590000
1318500,3,16,3,2,2,725,-37.95008,145.03203,1460000
1318500,4,16,4,2,2,719,-37.94999,145.03122,1535000
516000,3,18.4,3,1,0,609,-37.86991,144.68607,520000
516000,4,18.4,4,2,2,680,-37.86821,144.69566,650000
516000,4,18.4,4,2,1,570,-37.87185,144.68931,576000
571500,3,14,3,1,3,588,-37.68306,144.90928,528000
595000,4,14,4,2,2,617,-37.7364,144.82556,590000
843000,3,11.7,3,2,2,669,-37.73936,144.85874,918000
843000,4,11.7,4,1,1,534,-37.74807,144.86927,880000
532500,3,14,3,2,3,543,-37.72765,144.78107,565000
370000,4,31.7,4,2,2,685,-37.67277,144.59643,362000
370000,3,31.7,3,1,1,654,-37.67195,144.5788,330000
625500,3,16.3,3,1,2,806,-37.66871,145.01,798000
625500,3,16.3,3,1,2,535,-37.6615,145.02761,560000
600000,4,41,4,2,6,2026,-38.15575,145.19516,900000
825000,3,6.4,3,1,2,523,-37.78242,144.86955,681000
825000,3,6.4,3,1,5,653,-37.78639,144.88214,1005000
825000,2,6.4,2,1,2,312,-37.78353,144.87233,468000
825000,2,6.4,2,1,2,249,-37.78891,144.87114,650000
1824000,3,8.4,3,1,1,697,-37.88354,145.07536,1638000
377000,3,29.8,3,1,2,584,-37.71211,144.57704,375000
377000,3,29.8,3,1,1,611,-37.69467,144.57827,326000
377000,3,29.8,3,2,2,800,-37.71691,144.57108,400000
377000,3,29.8,3,1,2,592,-37.70056,144.57125,412250
409000,3,31.7,3,2,0,582,-37.6773,144.565,371500
668500,3,17.9,3,2,2,602,-37.66916,145.06912,725000
1070000,3,17.2,3,1,2,774,-37.80588,145.1981,1101000
1416000,3,14.2,3,2,4,714,-37.89289,145.11501,1267000
1416000,4,14.2,4,2,2,766,-37.88043,145.13062,1750000
900500,3,18.8,3,2,2,197,-37.92285,145.18549,755000
900500,3,18.8,3,2,2,246,-37.92829,145.19647,862000
900500,3,18.8,3,2,2,434,-37.93228,145.15827,815500
1080000,3,6.2,3,2,3,449,-37.84769,144.87667,1100000
1095000,4,10.4,4,2,2,650,-37.73435,144.8768,1130000
1095000,4,10.4,4,2,1,270,-37.74266,144.88577,1006000
680000,3,22.7,3,1,1,603,-37.96318,145.18962,650000
1325000,3,5.3,3,2,1,196,-37.77651,144.99074,1290000
1325000,3,5.3,3,1,1,390,-37.76588,144.99731,1335000
1325000,3,5.3,3,1,2,771,-37.76631,145.01699,1875000
1030000,4,15.5,4,2,2,558,-37.91917,145.08807,1390000
